author_id,paper_id
1,1
1,2
1,3
1,4
1,5
1,7
1,8
1,9
1,10
1,11
1,12
1,13
1,14
1,15
1,16
1,17
1,18
1,19
1,21
1,23
1,24
1,25
1,27
1,28
1,29
1,30
1,31
1,32
1,33
1,34
1,37
1,39
1,41
1,43
1,44
1,45
1,46
1,47
1,48
1,49
1,50
1,53
1,55
1,57
1,58
1,59
1,60
1,61
1,63
1,64
1,65
1,66
1,67
1,68
1,69
1,71
1,73
1,74
1,75
1,76
1,2630
1,79
1,80
1,81
1,82
1,83
1,84
1,85
1,86
1,87
1,88
1,2645
1,91
1,93
1,96
1,97
1,98
1,99
1,100
1,101
1,103
1,104
1,105
1,106
1,107
1,108
1,109
1,112
1,113
1,114
1,115
1,116
1,117
1,118
1,120
1,121
1,122
1,123
1,124
1,125
1,126
1,127
1,129
1,130
1,131
1,132
1,133
1,134
1,135
1,136
2,140
2,142
2,143
2,144
2,148
2,149
2,150
2,151
3,152
3,153
3,154
3,156
3,157
3,159
3,160
3,161
3,700
3,163
3,164
3,165
3,167
3,168
3,170
3,171
3,172
3,173
3,174
3,706
3,176
3,177
3,178
3,710
3,181
3,182
3,183
3,184
3,185
3,186
3,187
3,188
3,189
3,190
3,191
3,192
3,193
3,194
3,196
3,197
3,198
3,199
3,201
3,202
3,203
3,204
3,205
3,206
3,207
3,208
3,210
3,212
3,214
3,215
3,216
3,217
3,218
3,219
3,220
3,221
3,222
3,224
3,225
3,226
3,227
3,228
3,229
3,230
3,231
3,232
3,233
3,235
3,236
3,237
3,239
3,240
3,241
3,242
3,243
3,244
3,246
3,247
3,248
3,251
3,252
3,255
3,257
3,259
3,261
3,262
3,263
3,264
3,266
3,743
3,268
3,269
3,270
3,272
3,273
3,274
3,276
3,277
3,278
3,279
3,280
3,281
3,283
3,285
3,286
3,287
3,288
3,290
3,291
3,292
3,293
3,294
3,296
3,300
3,305
3,306
3,307
3,308
3,310
3,311
3,313
3,315
3,316
3,317
3,318
3,319
3,320
3,321
3,322
3,325
3,327
3,328
3,329
3,330
3,332
3,333
3,335
3,337
3,338
3,339
3,340
3,341
3,343
3,344
3,346
3,347
3,348
3,352
3,353
3,354
3,355
3,357
3,359
3,360
3,362
3,363
3,364
3,365
3,367
3,368
3,369
3,370
3,371
3,372
3,373
3,374
3,375
3,376
3,377
3,379
3,380
3,381
3,382
3,384
3,385
3,386
3,793
3,388
3,390
3,391
3,392
3,393
3,797
3,398
3,399
3,400
3,402
3,403
3,404
3,801
3,406
3,407
3,410
3,411
3,412
3,413
3,414
3,416
3,807
3,419
3,420
3,422
3,424
3,809
3,428
3,812
3,430
3,431
3,432
3,433
3,434
3,435
3,437
3,438
3,439
3,440
3,816
3,444
3,445
3,446
3,447
3,822
3,450
3,451
3,452
3,454
3,455
3,456
3,458
3,459
3,460
3,461
3,829
3,463
3,830
3,466
3,467
3,468
3,469
3,470
3,471
3,472
3,473
3,475
3,476
3,478
3,838
3,839
3,840
3,843
3,484
3,486
3,488
3,489
3,849
3,492
3,852
3,494
3,495
3,855
3,857
3,498
3,859
3,500
3,501
3,502
3,504
3,505
3,506
3,507
3,508
3,867
3,510
3,511
3,868
3,513
3,514
3,871
3,516
3,874
3,518
3,519
3,520
3,521
3,522
3,523
3,525
3,880
3,527
3,885
3,530
3,886
3,532
3,534
3,535
3,536
3,537
3,538
3,539
3,540
3,541
3,542
3,543
3,888
3,546
3,547
3,548
3,549
3,550
3,551
3,553
3,894
3,556
3,896
3,558
3,559
3,560
3,897
3,563
3,564
3,565
3,566
3,567
3,568
3,571
3,572
3,573
3,575
3,576
3,577
3,579
3,580
3,581
3,582
3,907
3,584
3,585
3,586
3,587
3,588
3,589
3,911
3,591
3,915
3,594
3,595
3,596
3,917
3,598
3,599
3,919
3,921
3,602
3,603
3,604
3,923
3,606
3,607
3,925
3,609
3,610
3,928
3,613
3,614
3,615
3,616
3,617
3,618
3,619
3,936
3,937
3,622
3,623
3,940
3,626
3,627
3,943
3,629
3,630
3,631
3,632
3,633
3,635
3,636
3,637
3,639
3,640
4,648
4,649
4,650
4,651
4,653
4,654
4,655
4,657
4,658
4,660
4,661
5,662
5,663
5,664
5,665
5,666
5,667
5,668
5,669
5,670
5,671
5,672
5,673
5,674
5,676
5,677
5,678
5,679
5,680
5,681
5,683
5,684
5,685
5,687
5,689
5,690
6,691
6,692
6,693
6,694
6,695
6,697
6,698
6,699
6,700
6,701
6,702
6,703
6,704
6,705
6,706
6,707
6,708
6,709
6,710
6,711
6,712
6,713
6,715
6,716
6,717
6,718
6,720
6,721
6,722
6,723
6,724
6,725
6,726
6,727
6,728
6,729
6,731
6,732
6,733
6,734
6,735
6,737
6,738
6,739
6,740
6,741
6,742
6,743
6,745
6,746
6,749
6,750
6,751
6,752
6,753
6,755
6,757
6,759
6,760
6,762
6,763
6,764
6,765
6,766
6,767
6,768
6,769
6,770
6,771
6,772
6,773
6,774
6,775
6,776
6,777
6,778
6,782
6,783
6,784
6,786
6,788
6,789
6,790
6,791
6,792
6,793
6,795
6,796
6,797
6,798
6,799
6,800
6,801
6,802
6,803
6,804
6,805
6,806
6,807
6,808
6,809
6,810
6,811
6,812
6,813
6,814
6,815
6,816
6,819
6,820
6,821
6,822
6,823
6,824
6,825
6,826
6,827
6,828
6,829
6,830
6,831
6,832
6,833
6,834
6,835
6,836
6,838
6,839
6,840
6,841
6,842
6,843
6,844
6,845
6,846
6,847
6,848
6,849
6,851
6,852
6,854
6,855
6,856
6,857
6,858
6,859
6,860
6,862
6,863
6,864
6,865
6,866
6,867
6,868
6,869
6,870
6,871
6,872
6,873
6,874
6,875
6,876
6,877
6,878
6,879
6,880
6,881
6,882
6,883
6,884
6,885
6,886
6,887
6,888
6,889
6,890
6,891
6,892
6,893
6,894
6,895
6,896
6,897
6,898
6,899
6,900
6,901
6,902
6,903
6,904
6,906
6,907
6,908
6,909
6,910
6,911
6,912
6,914
6,915
6,916
6,917
6,919
6,920
6,921
6,922
6,923
6,925
6,926
6,927
6,928
6,929
6,930
6,931
6,932
6,933
6,934
6,936
6,937
6,938
6,939
6,940
6,941
6,943
6,944
6,945
7,948
7,949
7,950
7,951
7,952
7,953
7,954
7,955
7,957
7,958
7,959
7,960
7,961
7,962
7,964
7,965
7,966
7,967
7,968
7,969
7,970
7,971
7,972
7,975
7,976
7,977
7,979
7,981
7,983
7,984
7,985
7,986
7,987
7,990
7,991
7,992
7,993
7,994
7,995
7,996
7,998
7,999
7,1000
7,1001
7,1004
7,1005
7,1006
7,1007
7,1008
7,1009
7,1010
7,1014
7,1015
7,1016
8,1018
8,1019
8,1020
8,1022
8,1023
8,1025
8,1026
8,1028
8,1030
8,1031
8,1033
8,1034
8,1035
8,1038
9,1044
9,1046
9,1047
9,1049
9,1050
9,1051
9,1052
9,1053
9,1054
9,1055
9,1061
9,1069
9,1072
9,1073
9,1075
9,1079
9,1099
9,1106
9,1127
9,1128
9,1130
9,1133
9,1142
9,1143
9,1148
9,1149
9,1150
9,1151
9,1163
9,1168
9,1169
9,1172
9,1178
9,1180
9,1183
9,1192
9,1195
9,1197
9,1201
9,1206
9,1211
9,1212
9,1213
9,1214
9,1216
9,1217
9,1218
9,1219
9,1220
9,1224
9,1230
9,1236
9,1240
9,1242
9,1244
9,1248
9,1249
9,1251
9,1258
9,1259
9,1261
9,1267
9,1270
9,1271
9,1272
9,1273
9,1278
9,1279
9,1280
9,1283
9,1286
9,1293
9,1297
9,1300
9,1302
9,1305
9,1308
9,1309
9,1311
9,1322
9,1324
9,1325
9,1331
9,1333
9,1337
9,1340
9,1344
9,1345
9,1346
9,1349
9,1350
9,1356
9,1357
9,1361
9,1363
9,1365
9,1368
9,1372
9,1375
9,1377
9,1379
9,1380
9,1381
9,1387
9,1388
9,1395
9,1397
9,1400
9,1414
9,1418
9,1419
9,1429
9,1460
9,1461
9,1466
9,1469
9,1482
9,1486
9,1488
9,1490
10,1511
10,1512
10,1513
10,1514
10,1515
10,1516
10,1517
10,1519
10,1520
10,1521
10,1522
10,1523
10,1524
10,1525
10,1526
10,1527
10,1529
10,1530
10,1531
10,3706
10,1534
10,1535
10,1536
10,1537
10,1538
10,1539
10,1540
10,1541
10,1542
10,1544
10,1545
10,1546
10,1547
10,1550
10,1551
10,1552
10,1553
10,1554
10,1555
10,1556
10,1557
10,1558
10,1560
10,1561
10,1562
10,1563
10,1564
10,1565
10,1566
10,1567
10,1568
10,1569
10,1570
10,1571
10,1572
10,1573
10,1574
10,1575
10,1576
10,1577
10,1578
10,1579
10,1581
10,1582
10,1583
10,1584
10,1585
10,1586
10,1587
10,1588
10,1589
10,1591
10,1593
10,1594
10,1595
10,1596
10,1597
10,1598
10,1599
10,1600
10,1603
10,1604
10,1606
10,1607
10,1609
10,1610
10,1612
10,1614
10,1615
10,1621
10,1623
10,1624
10,1626
10,1627
10,1628
10,1630
10,1631
10,1633
10,1634
10,1635
10,1636
10,1637
10,1638
10,1639
10,1640
10,1641
10,1643
10,1646
10,1647
10,1648
10,1649
10,1651
10,1653
10,1656
10,1658
10,1659
10,1660
10,1663
10,1664
10,1665
10,1666
10,1668
10,1669
10,1670
10,1671
10,1673
10,1674
10,1676
10,1679
10,1680
10,1681
10,1682
10,1686
10,1687
10,1688
10,1689
10,1690
10,1691
10,1692
10,1694
10,1696
10,1697
10,1698
10,1699
10,1700
10,1701
10,1703
10,1706
10,1708
10,1710
10,1711
10,1712
10,1713
10,1716
10,1717
10,1721
10,1722
10,1724
10,1725
10,1728
10,1729
10,1732
10,1733
10,1734
10,1735
10,1737
10,1739
10,1742
10,1744
10,1746
10,1747
10,1748
10,1749
10,1750
10,1751
10,1753
10,1754
10,1755
10,1756
10,1757
10,1758
10,1759
10,1766
10,1767
10,1768
10,1769
10,1770
10,1771
10,1772
10,1773
10,1777
10,1778
10,1779
10,1780
10,1781
10,1782
10,1785
10,1788
10,1790
10,1791
10,1792
10,1793
10,1795
10,1796
10,1797
10,1800
10,1802
10,1803
10,1804
10,1805
10,1807
10,1808
10,1810
10,1811
10,1812
10,1813
10,1814
10,1815
10,1816
10,1817
10,1819
10,1821
10,1822
10,1824
10,1825
10,1826
10,1827
10,1828
10,1829
10,1832
10,1833
10,1839
10,1840
10,1841
10,1844
10,1848
10,1850
10,1852
10,1853
10,1854
10,1855
10,1856
10,1857
10,1859
10,1861
10,1863
10,1864
10,1865
11,1871
11,1872
11,1873
11,1874
11,1875
11,1877
11,1878
11,1879
11,1880
11,1881
11,1882
11,1883
11,1884
11,1886
11,1887
11,1888
11,1889
11,1890
11,1893
11,1894
11,1895
11,1896
11,1897
11,1898
11,1899
11,1900
11,1901
11,1902
11,1903
11,1904
11,1905
11,1906
11,1907
11,1908
11,1909
11,1911
11,1912
11,1914
11,1915
11,1916
11,1917
11,1918
11,1919
11,1920
11,1923
11,1926
11,1927
11,1929
11,1930
11,1931
11,1932
11,1933
11,1934
11,1935
11,1936
11,1937
11,1938
11,1939
11,1940
11,1941
11,1942
11,1943
11,1945
11,1946
11,1951
11,1953
11,1954
11,1956
11,1957
11,1958
11,1960
11,1962
11,1964
11,1965
11,1966
11,1967
11,1968
11,1970
11,1972
11,1973
11,1976
11,1978
11,1979
11,1980
11,1981
11,1982
11,1987
11,1989
11,1996
11,1997
11,1999
11,2003
11,2005
11,2009
11,2011
11,2012
11,2013
11,2015
11,2016
11,2019
11,2020
11,2021
11,2022
11,2024
11,2025
11,2033
11,2034
11,2036
11,2037
11,2040
11,2044
11,2046
11,2048
11,2051
11,2052
11,2053
11,2054
11,2056
11,2057
11,2059
11,2061
11,2062
11,2063
11,2064
11,2066
11,2067
11,2068
11,2070
11,2071
11,2073
11,2074
11,2075
11,2078
11,2081
11,2082
11,2083
11,2088
11,2092
11,2093
11,2095
11,2097
11,2100
11,2103
11,2106
11,2110
11,2112
11,2116
11,2118
11,2120
11,2127
11,2130
12,2142
12,2144
12,2145
12,2147
12,2148
12,2149
12,2150
12,2151
12,2153
12,2155
12,2156
13,2158
13,2159
13,2160
13,2161
13,2162
13,2163
13,2164
13,2165
13,2166
13,2167
13,2168
13,2169
13,2170
13,2171
13,2172
13,2173
13,2174
13,2175
13,2176
13,2177
13,2178
13,2179
13,2180
13,2181
13,2182
13,2183
13,2184
13,2185
13,2186
13,2187
13,2188
13,2192
13,2193
13,2194
13,2195
13,2196
13,2197
13,2198
13,2199
13,2200
13,2201
13,2202
13,2203
13,2206
13,2207
13,2209
13,2210
13,2211
13,2212
13,2213
13,2217
13,2218
13,2221
13,2222
13,2223
13,2227
13,2228
13,2230
13,2231
13,2233
13,2234
13,2235
13,2237
13,2238
13,2239
13,2243
13,2245
13,2248
13,2249
13,2252
13,2253
13,2259
13,2260
13,2262
13,2263
13,2264
13,2266
13,2267
13,2268
13,2269
13,2270
13,2272
13,2275
13,2277
13,2278
13,2279
13,2281
13,2284
13,2285
13,2286
13,2287
13,2288
13,2289
13,2290
13,2291
13,2292
13,2293
13,2294
13,2295
13,2296
13,2297
13,2299
13,2300
13,2301
13,2302
13,2303
13,2304
13,2305
13,2307
13,2308
13,2309
13,2310
13,2312
13,2313
13,2314
13,2315
13,2316
13,2319
13,2322
13,2325
13,2326
13,2327
13,2328
13,2330
13,2335
13,2336
13,2338
13,2339
13,2340
13,2341
13,2342
13,2343
13,2345
13,2349
13,2350
13,2351
13,2352
13,2353
13,2356
13,2357
13,2360
13,2361
13,2362
13,2363
13,2364
13,2366
13,2367
13,2368
13,2369
13,2370
13,2371
13,2375
13,2376
13,2377
13,2379
13,2380
13,2381
13,2383
13,2385
13,2387
13,2389
13,2391
13,2394
13,2396
13,2397
13,2398
13,2399
13,2400
13,2408
13,2409
14,2410
14,2411
14,2412
14,2413
14,2414
14,2415
14,2416
14,2417
14,2418
14,2419
14,2420
14,2422
14,2423
14,2424
14,2425
14,2426
14,2427
14,2428
14,2429
14,2430
14,2431
14,2432
14,2433
14,2434
14,2436
14,2437
14,2438
14,2439
14,2440
14,2441
14,2442
14,2443
14,2444
14,2445
14,2447
14,2448
14,2449
14,2450
14,2452
14,2453
14,2455
14,2456
14,2457
14,2458
14,2459
14,2461
14,2462
14,2463
14,2464
14,2465
14,2466
14,2467
14,2468
14,2469
14,2470
14,2473
14,2474
14,2475
14,2476
14,2477
14,2479
14,2480
14,2481
14,2482
14,2483
14,2486
14,2487
14,2488
14,2489
14,2490
14,2491
14,2492
14,2493
14,2494
14,2495
14,2497
14,2498
14,2499
14,2500
14,2501
14,2502
14,2503
14,2504
14,2505
14,2506
14,2507
14,2508
14,2509
14,2510
14,2512
14,2514
14,2516
14,2517
14,2518
14,2519
14,2520
14,2521
14,2523
14,2524
14,2525
14,2526
14,2528
14,2529
14,2530
14,2531
14,2532
14,2533
14,2534
14,2535
14,2537
14,2539
14,2540
14,2541
14,2544
14,2546
14,2547
14,2548
14,2550
14,2551
14,2552
14,2553
14,2557
14,2558
14,2560
14,2562
14,2564
14,2566
14,2568
14,2570
14,2571
14,2572
14,2573
14,2574
14,2575
14,2579
14,2581
14,2582
14,2583
14,2585
14,2587
14,2588
14,2591
14,2592
14,2593
14,2594
14,2596
14,2597
14,2598
14,2599
14,2600
14,2603
14,2604
14,2605
14,2606
14,2607
14,2608
14,2609
14,2610
14,2611
14,2613
14,2617
14,2619
14,2620
14,2624
14,2625
14,2626
14,2627
14,2628
14,2629
14,2630
14,2631
14,2633
14,2634
14,2636
14,2638
14,2639
14,2640
14,2641
14,2643
14,2644
14,2645
14,2647
14,2650
14,2651
14,2653
14,2654
14,2655
14,2657
14,2660
14,2661
14,2665
14,2667
14,2668
14,2671
14,2672
14,2673
14,2674
14,2676
14,2677
14,2678
14,2680
14,2681
14,2682
14,2684
14,2685
14,2686
14,2687
14,2688
14,2689
14,2691
14,2692
14,2694
14,2695
14,2696
14,2697
14,2698
14,2700
14,2701
14,2708
14,2710
14,2713
14,2714
14,2715
14,2716
14,2718
14,2720
14,2721
14,2723
14,2724
14,2725
14,2726
14,2728
14,2730
14,2731
14,2732
14,2734
14,2736
14,2737
14,2738
14,2739
14,2740
14,2741
14,2742
14,2743
14,2744
14,2748
14,2749
14,2751
14,2752
14,2753
14,2754
14,2756
14,2757
14,2759
14,2760
14,2762
14,2763
14,2764
14,2768
14,2769
14,2770
14,2773
14,2775
15,2778
15,2779
15,2780
15,2781
15,2782
15,2783
15,2784
15,2785
15,2786
15,2787
15,2789
15,2790
15,2791
15,2792
15,2793
15,2794
15,2795
15,2796
15,2797
15,2798
15,2799
15,2800
15,2801
15,2802
15,2805
15,2806
15,2807
15,2808
15,2810
15,2811
15,2812
15,2814
15,2815
15,2816
15,2817
15,2818
15,2819
15,2820
15,2821
15,2822
15,2823
15,2824
15,2825
15,2828
15,2830
15,2831
15,2832
15,2833
15,2834
15,2835
15,2836
15,2837
15,2838
15,2840
15,2842
15,2843
15,2845
15,2847
15,2848
15,2849
15,2850
15,2851
15,2852
15,2853
15,2854
15,2855
15,2857
15,2858
15,2859
15,2860
15,2861
15,2863
15,2867
15,2868
15,2869
15,2870
15,2871
15,2872
15,2873
15,2874
15,2875
15,2876
15,2878
15,2879
15,2880
15,2882
15,2883
15,2884
15,2885
15,2886
15,2887
15,2888
15,2890
16,2891
16,2892
16,2893
16,2894
16,2895
16,2896
16,2897
16,2898
16,2899
16,2900
16,2901
16,2902
16,2903
16,2904
16,2905
16,2906
16,2907
16,2908
16,2909
16,2910
16,2911
16,2912
16,2913
16,2914
16,2915
16,2916
16,2920
16,2921
16,2922
16,2923
16,2924
16,2925
16,2926
16,2928
16,2929
16,2930
16,2931
16,2932
16,2933
16,2934
16,2935
16,2936
16,2937
16,2938
16,2939
16,2940
16,2941
16,2942
16,2943
16,2944
16,2945
16,2946
16,2947
16,2948
16,2949
16,2950
16,2951
16,2952
16,2954
16,2955
16,2956
16,2957
16,2958
16,2959
16,2960
16,2961
16,2962
16,2963
16,2964
16,2966
16,2967
16,2970
16,2971
16,2972
16,2973
16,2974
16,2976
16,2977
16,2978
16,2979
16,2980
16,2981
16,2984
16,2985
16,2987
16,2988
16,2989
16,2991
17,2995
17,2996
17,2997
17,2998
17,2999
17,3000
17,3002
17,3003
17,3004
17,3006
17,3007
17,3008
17,3009
17,3010
17,3011
17,3012
17,3013
17,3014
17,3015
17,3016
17,3017
17,3018
17,3019
17,3020
17,3022
17,3023
17,3025
17,3026
17,3027
17,3028
17,3029
17,3030
17,3031
17,3032
17,3033
17,3036
17,3037
17,3038
17,3039
17,3040
17,3042
17,3421
17,3044
17,3045
17,3046
17,3047
17,3048
17,3049
17,3050
17,3051
17,3053
17,3054
17,3055
17,3057
17,3059
17,3060
17,3062
17,3063
17,3064
17,3065
17,3067
17,3068
17,3069
17,3070
17,3432
17,3073
17,3075
17,3434
17,3077
17,3078
17,3080
17,3082
17,3083
17,3085
17,3086
17,3089
17,3090
17,3092
17,3447
17,3097
17,3098
17,3099
17,3100
17,3101
17,3103
17,3104
17,3105
17,3106
17,3107
17,3108
17,3110
17,3112
17,3460
17,3114
17,3115
17,3116
17,3117
17,3121
17,3122
17,3123
17,3124
17,3126
17,3128
17,3130
17,3131
17,3132
17,3134
17,3137
17,3138
17,3139
17,3140
17,3141
17,3143
17,3144
17,3146
17,3147
17,3148
17,3155
17,3156
17,3158
17,3159
17,3161
17,3162
18,3167
18,3168
18,3169
18,3170
18,3171
18,3172
18,3173
18,3174
18,3175
18,3176
18,3177
18,3178
18,3179
18,3180
18,3181
18,3182
18,3183
18,3184
18,3185
18,3186
18,3187
18,3188
18,3189
18,3190
18,3191
18,3192
18,3193
18,3194
18,3195
18,3197
18,3198
18,3200
18,3202
18,3204
18,3205
18,3206
18,3208
18,3209
18,3211
18,3213
18,3214
18,3215
18,3216
18,3217
18,3218
18,3219
18,3221
18,3222
18,3223
18,3224
18,3225
18,3226
18,3227
18,3228
18,3230
18,3231
18,3232
18,3235
18,3236
18,3238
18,3240
18,3241
18,3242
18,3246
18,3247
18,3250
18,3251
18,3252
18,3253
18,3254
18,3255
18,3256
18,3257
18,3259
18,3261
18,3262
18,3264
18,3265
18,3268
18,3271
18,3272
18,3273
18,3275
18,3277
18,3278
18,3279
18,3280
18,3282
18,3284
18,3287
18,3288
18,3289
18,3290
18,3297
18,3299
18,3300
18,3306
18,3308
18,3311
18,3313
18,3320
18,3321
18,3330
18,3331
18,3338
18,3343
18,3345
18,3346
18,3348
18,3353
18,3355
18,3356
18,3363
18,3364
18,3367
18,3369
18,3373
19,3377
19,3378
19,3380
19,3381
19,3382
19,3383
19,3384
19,3386
19,3387
19,3389
19,3390
19,3392
19,3393
19,3394
19,3396
19,3397
19,3398
19,3399
19,3400
19,3401
19,3402
19,3403
19,3404
19,3406
19,3407
19,3408
19,3409
19,3411
19,3412
19,3413
19,3414
19,3415
19,3416
19,3420
19,3421
19,3422
19,3423
19,3424
19,3425
19,3426
19,3428
19,3430
19,3432
19,3433
19,3434
19,3435
19,3436
19,3439
19,3441
19,3442
19,3443
19,3445
19,3447
19,3448
19,3449
19,3450
19,3453
19,3454
19,3455
19,3456
19,3457
19,3459
19,3460
19,3462
19,3463
19,3464
19,3465
19,3467
19,3468
19,3469
19,3470
19,3472
19,3474
19,3475
19,3476
19,3478
19,3480
19,3481
19,3482
19,3483
19,3484
19,3486
19,3487
19,3488
19,3489
19,3490
19,3493
19,3494
19,3495
19,3496
19,3497
19,3498
19,3499
19,3500
19,3501
19,3502
19,3503
19,3505
19,3506
19,3507
19,3510
19,3511
19,3512
19,3514
19,3516
19,3517
19,3519
19,3521
19,3522
19,3523
19,3524
19,3525
19,3527
19,3528
19,3529
19,3530
19,3531
20,3532
20,3537
20,3541
20,3542
20,3548
20,3549
20,3551
20,3552
20,3553
20,3556
20,3557
20,3558
20,3559
20,3560
20,3561
20,3563
20,3565
20,3566
20,3567
20,3568
20,3569
20,3570
20,3571
20,3577
20,3578
20,3582
20,3583
20,3585
20,3588
20,3591
20,3594
20,3595
20,3596
20,3598
20,3599
20,3604
20,3606
20,3609
20,3618
20,3623
20,3628
20,3635
20,3636
20,3639
20,3640
20,3641
20,3642
20,3643
20,3647
20,3650
20,3651
20,3652
20,3653
20,3654
20,3655
20,3657
20,3658
20,3661
20,3663
20,3664
20,3665
20,3668
20,3669
20,3670
20,3671
20,3672
20,3674
21,3676
21,3677
21,3678
21,3679
21,3680
21,3681
21,3683
21,3684
21,3685
21,3686
21,3687
21,3688
21,3689
21,3690
21,3691
21,3692
21,3693
21,3694
21,3695
21,3696
21,3697
21,3698
21,3699
21,3700
21,3701
21,3702
21,3703
21,3704
21,3706
21,3707
21,3708
21,3709
21,3710
21,3711
21,3712
21,3713
21,3714
21,3715
21,3716
21,3717
21,3718
21,3719
21,3720
21,3721
21,3722
21,3723
21,3725
21,3726
21,3727
21,3728
21,3730
21,3731
21,3732
21,3733
21,3734
21,3735
21,3736
21,3737
21,3738
21,3739
21,3740
21,3742
21,3744
21,3746
21,3748
21,3749
21,3751
21,3752
21,3753
21,3756
21,3757
21,3758
21,3759
21,3760
21,3761
21,3763
21,3764
21,3765
21,3766
21,3768
21,3769
21,3770
21,3771
21,3772
21,3773
21,3774
21,3775
21,3776
21,3777
21,3778
21,3779
21,3780
21,3781
